seller_city,period,sales,freight_value,total_sales,quantity,volume,baskets
divinopolis,2017-11-01,939.8,149.14,1088.94,2,32.25,2
divinopolis,2017-12-01,1212.23,346.23,1558.46,9,53.8,7
divinopolis,2018-01-01,2072.12,243.43,2315.55,8,66.35,7
divinopolis,2018-02-01,1289.95,257.2,1547.15,6,39.9,6
divinopolis,2018-03-01,1319.99,258.31,1578.3,4,45.575,4
divinopolis,2018-04-01,951.42,287.38,1238.8,10,48.175,10
divinopolis,2018-05-01,3363.55,749.01,4112.56,17,113.555,16
divinopolis,2018-06-01,2845.62,713.94,3559.56,14,85.055,14
divinopolis,2018-07-01,2408.12,772.19,3180.31,26,113.718,21
divisa nova,2017-02-01,74.99,13.1,88.09,1,4.2,1
dois corregos,2017-09-01,221,51.06,272.06,3,8.7,3
dois corregos,2017-10-01,339.8,206.5,546.3,4,41.358,4
dois corregos,2017-11-01,379,119.87,498.87,5,34.234,5
dois corregos,2017-12-01,486,158.14,644.14,4,45.45,4
dois corregos,2018-01-01,541,218.68,759.68,5,65.5,5
dois corregos,2018-02-01,395.9,130.87,526.77,4,47.517,3
dois corregos,2018-03-01,337,163.99,500.99,3,44.2,3
dois corregos,2018-04-01,297,169.55,466.55,3,38.35,3
dois corregos,2018-05-01,198,134.25,332.25,2,25.25,2
dois corregos,2018-06-01,59,22.23,81.23,1,6.95,1
dois corregos,2018-07-01,224,119.73,343.73,2,28.5,2
domingos martins,2017-12-01,70,27,97,2,1.975,1
domingos martins,2018-01-01,79,32.22,111.22,2,1.975,2
domingos martins,2018-02-01,170.5,90.84,261.34,5,2.15,4
domingos martins,2018-03-01,299.5,77.02,376.52,4,3.875,2
domingos martins,2018-04-01,155.3,92.24,247.54,5,1.9,3
domingos martins,2018-05-01,88.6,54.84,143.44,3,0.7,3
dores de campos,2017-08-01,75,19.77,94.77,1,1.6,1
dores de campos,2017-09-01,52.5,16.13,68.63,1,1,1
dores de campos,2018-05-01,899,50.62,949.62,1,25.95,1
dracena,2017-06-01,278.6,187,465.6,14,2.05,13
dracena,2017-07-01,696.5,562.09,1258.59,35,4.7,33
dracena,2017-08-01,358.2,283.9,642.1,18,2.25,17
dracena,2017-09-01,851.2,532.6,1383.8,40,5.4,38
dracena,2017-10-01,1249.5,696.07,1945.57,51,6.5,49
dracena,2017-11-01,808.5,435.9,1244.4,33,4.1,30
dracena,2017-12-01,271.2,133.19,404.39,10,1,9
dracena,2018-01-01,195,88.13,283.13,6,0.85,6
dracena,2018-02-01,424.2,206.53,630.73,13,1.6,13
dracena,2018-03-01,450.6,180.99,631.59,13,1.65,13
dracena,2018-04-01,108.6,47.61,156.21,3,0.45,3
dracena,2018-05-01,258.3,54.91,313.21,3,2.779,3
dracena,2018-06-01,36.2,22.18,58.38,1,0.15,1
duque de caxias,2017-02-01,20.9,14.52,35.42,1,0.2,1
duque de caxias,2017-04-01,20.9,14.1,35,1,0.1,1
duque de caxias,2017-10-01,2399,17,2416,1,9.1,1
duque de caxias,2017-12-01,759,44.24,803.24,1,12.3,1
duque de caxias,2018-02-01,199,89.84,288.84,1,8.2,1
duque de caxias,2018-03-01,1450,52.13,1502.13,2,12.168,2
duque de caxias,2018-04-01,1453,98.17,1551.17,4,7.362,4
duque de caxias,2018-05-01,125,48.38,173.38,2,1.35,2
duque de caxias,2018-06-01,1114,158.2,1272.2,7,7.279,7
duque de caxias,2018-07-01,374,102.92,476.92,6,4.589,6
echapora,2016-09-01,175.8,78.41,254.21,3,8.7,2
echapora,2017-01-01,68.8,13.95,82.75,1,0.513,1
echapora,2017-02-01,68.8,16.18,84.98,1,0.513,1
echapora,2017-03-01,49.9,12.93,62.83,1,1.357,1
echapora,2017-04-01,187.5,50.05,237.55,3,2.383,3
echapora,2017-05-01,56,28.79,84.79,1,1.1,1
echapora,2017-06-01,65,32.9,97.9,1,2.15,1
echapora,2017-08-01,129.18,54.25,183.43,3,4.594,3
echapora,2017-09-01,234.97,101.16,336.13,5,7.591,5
echapora,2017-10-01,119.98,27.09,147.07,2,0.8,2
echapora,2017-11-01,38.9,13.37,52.27,1,1.106,1
echapora,2017-12-01,542.58,177.65,720.23,9,11.756,9
echapora,2018-01-01,276.56,74.2,350.76,5,4.545,5
echapora,2018-02-01,306.12,167.87,473.99,8,12.59,8
echapora,2018-03-01,427.86,139.9,567.76,8,7.882,8
echapora,2018-04-01,164.97,49.36,214.33,3,1,3
echapora,2018-05-01,142.79,59.26,202.05,3,3.208,2
echapora,2018-06-01,270.06,70.62,340.68,5,1.187,4
echapora,2018-07-01,92.49,37.76,130.25,2,2.406,2
embu das artes,2017-09-01,50,8.72,58.72,1,0.4,1
embu das artes,2018-03-01,352,17.34,369.34,1,0.45,1
embu das artes,2018-05-01,930,21.61,951.61,1,0.335,1
embu guacu,2017-11-01,36.9,11.85,48.75,1,0.55,1
embu guacu,2017-12-01,114.77,60.68,175.45,5,1.25,4
embu guacu,2018-01-01,116.5,60.68,177.18,5,1.55,5
embu guacu,2018-02-01,40.74,44.86,85.6,3,0.726,2
embu guacu,2018-03-01,65.16,37.85,103.01,3,0.638,3
embu guacu,2018-04-01,63.68,51.82,115.5,3,0.588,3
embu guacu,2018-05-01,14.45,7.39,21.84,1,0.25,1
engenheiro coelho,2017-12-01,148.2,45.18,193.38,3,1.409,2
engenheiro coelho,2018-02-01,137.8,85.77,223.57,4,2.542,4
engenheiro coelho,2018-03-01,144.3,41.05,185.35,3,2.237,3
engenheiro coelho,2018-04-01,119.1,23.43,142.53,2,3.613,2
engenheiro coelho,2018-05-01,123.1,40.06,163.16,3,1.503,3
engenheiro coelho,2018-07-01,121.4,17.76,139.16,2,1.575,2
entre rios do oeste,2016-09-01,1931.34,67.69,1999.03,3,1.031,3
entre rios do oeste,2016-12-01,1302.33,63.47,1365.8,3,1.267,3
entre rios do oeste,2017-01-01,649.17,18.71,667.88,1,0.485,1
entre rios do oeste,2017-02-01,582.5,18.25,600.75,1,0.299,1
erechim,2017-05-01,220,51.2,271.2,1,4.4,1
erechim,2017-10-01,230,20.47,250.47,1,4.4,1
estancia velha,2018-04-01,258.9,27.97,286.87,2,0.85,2
estancia velha,2018-05-01,338.6,90.57,429.17,5,1.55,4
estancia velha,2018-06-01,219.4,102.94,322.34,6,1.2,6
estancia velha,2018-07-01,44.9,8.82,53.72,1,0.5,1
eunapolis,2017-04-01,290,27.31,317.31,1,1.6,1
eunapolis,2017-05-01,332,106.76,438.76,3,2.05,1
eunapolis,2017-08-01,189,51.56,240.56,2,0.78,2
eunapolis,2017-11-01,69.8,15.24,85.04,1,0.315,1
eunapolis,2017-12-01,135,36.27,171.27,1,0.9,1
eunapolis,2018-01-01,150,33.94,183.94,2,1.034,1
eunapolis,2018-03-01,154,57.19,211.19,2,0.872,2
eunapolis,2018-04-01,167,64.93,231.93,2,0.8,2
eusebio,2016-09-01,64.9,25.33,90.23,1,0.35,1
extrema,2018-02-01,290,43.74,333.74,2,9.8,2
extrema,2018-04-01,648,53.66,701.66,1,16.05,1
extrema,2018-05-01,190,49.91,239.91,1,9.15,1
extrema,2018-06-01,80,72.91,152.91,1,0.7,1
farroupilha,2017-01-01,241.77,81.49,323.26,4,2.225,4
farroupilha,2017-02-01,71.89,32.1,103.99,2,0.7,2
farroupilha,2017-03-01,219,29.88,248.88,2,0.6,1
farroupilha,2017-04-01,141.89,72.47,214.36,2,1.35,2
farroupilha,2017-05-01,128.29,62.18,190.47,3,1.525,3
farroupilha,2017-06-01,97.97,69.49,167.46,4,1.666,3
farroupilha,2017-07-01,281,120.78,401.78,5,6.058,4
farroupilha,2017-08-01,95.9,54.76,150.66,2,1.8,2
farroupilha,2017-09-01,112.1,54.14,166.24,2,1.925,2
farroupilha,2017-10-01,325.4,109.81,435.21,4,3.083,4
farroupilha,2017-11-01,147.7,51.11,198.81,3,2.35,2
farroupilha,2017-12-01,99.8,33.85,133.65,2,1.758,2
farroupilha,2018-01-01,155.79,47.46,203.25,3,1.95,2
farroupilha,2018-02-01,35.7,54.69,90.39,3,0.6,1
farroupilha,2018-03-01,55,22.1,77.1,1,0.2,1
farroupilha,2018-04-01,79.89,30.44,110.33,2,1.325,2
farroupilha,2018-07-01,36.9,13.6,50.5,1,0.25,1
fazenda rio grande,2017-01-01,136,74.17,210.17,2,6.8,2
fazenda rio grande,2017-02-01,113.8,43.75,157.55,2,4.85,2
fazenda rio grande,2017-03-01,487.5,81.15,568.65,5,16.8,4
fazenda rio grande,2017-05-01,322.8,110.88,433.68,4,10.8,4
fazenda rio grande,2017-06-01,420.15,145.05,565.2,5,14.1,5
fazenda rio grande,2017-07-01,69.9,18.11,88.01,1,1.85,1
fazenda rio grande,2017-08-01,580.1,142.65,722.75,6,21.7,6
fazenda rio grande,2017-09-01,578.7,84.17,662.87,4,31.75,3
fazenda rio grande,2017-12-01,151.89,34.05,185.94,2,1.251,2
fazenda rio grande,2018-01-01,349.7,57.09,406.79,2,4.18,2
fazenda rio grande,2018-02-01,707.88,250.52,958.4,7,24.456,7
fazenda rio grande,2018-03-01,808,178.85,986.85,8,17.043,8
fazenda rio grande,2018-04-01,376.6,100.46,477.06,3,8.6,3
fazenda rio grande,2018-05-01,227.8,54.88,282.68,4,1.985,3
fazenda rio grande,2018-06-01,669.99,165.18,835.17,8,9.98,7
fazenda rio grande,2018-07-01,544.81,203.11,747.92,9,12.75,8
feira de santana,2017-10-01,750,21.69,771.69,1,0.5,1
feira de santana,2017-11-01,200,17.84,217.84,1,0.199,1
feira de santana,2018-01-01,280,27.24,307.24,1,0.383,1
fernando prestes,2018-07-01,86.6,38.67,125.27,3,0.5,3
fernandopolis,2016-12-01,594.95,68,662.95,10,7,2
fernandopolis,2017-01-01,370.77,79.29,450.06,5,2.9,3
fernandopolis,2017-03-01,177,35.4,212.4,3,2.2,2
fernandopolis,2017-04-01,177,47.96,224.96,3,3,2
fernandopolis,2017-05-01,59,16.17,75.17,1,0.65,1
fernandopolis,2017-06-01,238.97,54.45,293.42,4,2.8,2
fernandopolis,2017-07-01,590,141.18,731.18,10,7,5
fernandopolis,2017-08-01,118,32.34,150.34,2,1.4,1
fernandopolis,2017-09-01,531,121.59,652.59,9,6.3,4
fernandopolis,2017-10-01,1587.84,330.16,1918,20,39.4,3
fernandopolis,2017-12-01,756.93,150.92,907.85,7,18.9,3
fernandopolis,2018-01-01,413,106.35,519.35,7,5.4,3
fernandopolis,2018-02-01,1996.48,202.47,2198.95,6,29.85,5
fernandopolis,2018-03-01,957,131.49,1088.49,4,7.783,4
fernandopolis,2018-04-01,780,58.32,838.32,1,13.15,1
fernandopolis,2018-05-01,275.7,86.67,362.37,5,3.2,4
fernandopolis,2018-06-01,465.49,80.73,546.22,3,16.8,2
fernandopolis,2018-07-01,419.7,128.43,548.13,8,5.3,3
ferraz de  vasconcelos,2018-04-01,18,8.29,26.29,1,0.7,1
ferraz de  vasconcelos,2018-05-01,90,32.93,122.93,1,2.35,1
ferraz de vasconcelos,2017-03-01,125.9,11.49,137.39,1,0.4,1
ferraz de vasconcelos,2017-11-01,124.9,14.62,139.52,1,6.05,1
ferraz de vasconcelos,2017-12-01,69.9,10.51,80.41,1,1,1
ferraz de vasconcelos,2018-01-01,209.7,40.85,250.55,3,2.725,3
ferraz de vasconcelos,2018-02-01,219.8,30.07,249.87,2,6.8,2
ferraz de vasconcelos,2018-03-01,378.5,61.27,439.77,5,9.064,5
ferraz de vasconcelos,2018-04-01,1171.6,256.94,1428.54,7,36.572,6
ferraz de vasconcelos,2018-05-01,463.5,97.56,561.06,5,7.815,5
ferraz de vasconcelos,2018-07-01,859.09,238.69,1097.78,10,19.5,8
floranopolis,2018-06-01,19.98,32.64,52.62,2,0.8,2
flores da cunha,2017-12-01,278,34.82,312.82,2,0.934,1
flores da cunha,2018-01-01,394,72.59,466.59,3,13.9,3
flores da cunha,2018-02-01,272.9,56.35,329.25,1,8.8,1
flores da cunha,2018-03-01,270,67.18,337.18,2,13.25,2
flores da cunha,2018-04-01,131,58.78,189.78,1,12.783,1
flores da cunha,2018-06-01,295.9,55.66,351.56,2,6.825,2
floresta,2018-04-01,196.99,58.4,255.39,2,11.3,2
floresta,2018-05-01,323.96,137.52,461.48,8,14.35,8
floresta,2018-06-01,263.94,222.13,486.07,7,3.425,7
floresta,2018-07-01,405.98,179.42,585.4,5,29.55,5
florianopolis,2017-01-01,379,17.86,396.86,1,1.008,1
florianopolis,2017-02-01,1767.32,109.87,1877.19,5,3.338,3
florianopolis,2017-03-01,4628.97,221.23,4850.2,10,28.49,5
florianopolis,2017-04-01,1073.56,139.09,1212.65,8,4.25,8
florianopolis,2017-05-01,160.55,88.57,249.12,5,1.95,5
florianopolis,2017-06-01,1356.88,211.88,1568.76,11,12.092,8
florianopolis,2017-07-01,550.54,173.83,724.37,8,2.8,7
florianopolis,2017-08-01,886.87,147.14,1034.01,7,4.526,7
florianopolis,2017-09-01,408.9,103.47,512.37,6,3.5,3
florianopolis,2017-10-01,2315.7,351.65,2667.35,8,13.93,7
florianopolis,2017-11-01,755.6,217.09,972.69,6,2,6
florianopolis,2017-12-01,1013.4,200.7,1214.1,10,3,8
florianopolis,2018-01-01,1174.45,149.67,1324.12,9,5.188,9
florianopolis,2018-02-01,3072.49,486.13,3558.62,23,19.653,20
florianopolis,2018-03-01,591.85,178.45,770.3,8,5.519,7
florianopolis,2018-04-01,2021.9,532.64,2554.54,29,28.886,26
florianopolis,2018-05-01,1952.8,790.86,2743.66,34,26.198,29
florianopolis,2018-06-01,2392.37,697.5,3089.87,34,21.976,27
florianopolis,2018-07-01,2194.9,645.82,2840.72,28,23.505,27
formiga,2017-04-01,149.9,21.54,171.44,1,5.65,1
formiga,2017-05-01,79.8,24.96,104.76,2,0.8,1
formiga,2017-06-01,253.71,45.72,299.43,3,0.825,2
formiga,2017-07-01,555.44,55.5,610.94,3,14.4,3
formiga,2017-08-01,136.77,15.71,152.48,1,0.15,1
formiga,2017-09-01,315.54,29.08,344.62,2,0.55,2
formiga,2017-10-01,74.82,8.27,83.09,1,0.6,1
formiga,2017-11-01,391.69,73.66,465.35,4,1.625,3
formiga,2017-12-01,2427.64,208.74,2636.38,10,23.45,9
formiga,2018-01-01,2887.09,176.27,3063.36,11,2.7,7
formiga,2018-02-01,3769.48,127.95,3897.43,6,1.9,5
formiga,2018-03-01,1802.69,225.65,2028.34,11,5.06,11
formiga,2018-04-01,11053.36,958.45,12011.81,43,30.019,43
formiga,2018-05-01,8620.07,586.4,9206.47,25,10.784,25
formiga,2018-06-01,2908.07,292.16,3200.23,13,4.665,11
formiga,2018-07-01,2914.69,508.21,3422.9,22,10.479,20
formosa,2018-04-01,149,20.01,169.01,1,0.514,1
formosa,2018-05-01,69.9,37.4,107.3,1,0.85,1
formosa do oeste,2017-10-01,526.9,66.68,593.58,3,8.75,3
formosa do oeste,2017-11-01,95.7,44.81,140.51,2,2.75,2
formosa do oeste,2017-12-01,85.2,17.85,103.05,1,1.45,1
formosa do oeste,2018-02-01,241.3,90.7,332,2,4.85,2
formosa do oeste,2018-06-01,400,74.94,474.94,3,5.25,2
fortaleza,2017-01-01,2396,161.05,2557.05,4,21,4
fortaleza,2017-02-01,599,38.81,637.81,1,5.25,1
fortaleza,2017-07-01,599,39.55,638.55,1,5.25,1
fortaleza,2017-08-01,90,15.39,105.39,1,0.8,1
fortaleza,2017-11-01,599,120.96,719.96,1,9.5,1
fortaleza,2017-12-01,838.17,124.22,962.39,5,8.65,5
fortaleza,2018-01-01,853.76,99.46,953.22,5,8.75,5
fortaleza,2018-02-01,398.8,73.17,471.97,3,3.15,3
fortaleza,2018-03-01,1696.9,176.26,1873.16,4,31.1,4
fortaleza,2018-04-01,1427,279.08,1706.08,4,48.05,4
fortaleza,2018-05-01,2125,558.52,2683.52,6,93,6
fortaleza,2018-06-01,3044.49,852.9,3897.39,10,121.226,10
fortaleza,2018-07-01,1437,477.57,1914.57,5,59.15,5
foz do iguacu,2016-09-01,79.9,11.38,91.28,1,0.45,1
foz do iguacu,2016-12-01,684.49,105.58,790.07,6,7.362,4
foz do iguacu,2017-01-01,1395.82,170.37,1566.19,9,14.681,9
foz do iguacu,2017-02-01,753.88,115.32,869.2,5,25.4,5
foz do iguacu,2017-03-01,2226.59,300.61,2527.2,10,25.486,10
foz do iguacu,2017-04-01,599.89,50.45,650.34,3,11.8,3
foz do iguacu,2017-05-01,1081.68,149.75,1231.43,6,35.55,6
foz do iguacu,2017-06-01,74.9,4.86,79.76,1,0.3,1
foz do iguacu,2017-07-01,78,16.99,94.99,1,0.3,1
foz do iguacu,2017-08-01,249.98,39.81,289.79,2,6.85,2
foz do iguacu,2017-09-01,1972.27,310.76,2283.03,13,33.183,11
foz do iguacu,2017-10-01,7121.4,1350.38,8471.78,58,150.338,51
foz do iguacu,2017-11-01,202.99,92.47,295.46,6,2.55,5
foz do iguacu,2017-12-01,273.5,96.86,370.36,6,2.2,6
foz do iguacu,2018-01-01,1870.79,490.11,2360.9,19,59.7,16
foz do iguacu,2018-02-01,137.99,70.88,208.87,4,6.1,3
foz do iguacu,2018-03-01,397.5,104.8,502.3,5,6.65,4
foz do iguacu,2018-04-01,1553.4,251.44,1804.84,8,36.65,8
foz do iguacu,2018-05-01,1636.9,478.62,2115.52,18,33.65,18
foz do iguacu,2018-06-01,929.9,267.57,1197.47,11,12,11
foz do iguacu,2018-07-01,326.19,84.12,410.31,5,2.85,5
franca,2016-09-01,1488.7,86.24,1574.94,4,3,4
franca,2017-01-01,902.96,108.82,1011.78,7,2.094,6
franca,2017-02-01,4029.79,411.66,4441.45,26,14.028,25
franca,2017-03-01,3193.49,284.83,3478.32,18,8.802,17
franca,2017-04-01,4173.89,456.24,4630.13,27,8.166,23
franca,2017-05-01,893.99,72.54,966.53,4,0.788,4
franca,2017-06-01,4314.62,403.98,4718.6,25,14.751,22
franca,2017-07-01,5390.85,575.47,5966.32,34,10.491,33
franca,2017-08-01,3879.3,541.58,4420.88,32,10.431,29
franca,2017-09-01,4836.27,639.71,5475.98,35,15.931,33
franca,2017-10-01,5952.51,666.98,6619.49,38,22.083,32
franca,2017-11-01,6191.66,847.73,7039.39,56,20.091,53
franca,2017-12-01,7033.44,670.4,7703.84,40,14.575,39
franca,2018-01-01,7424.73,1002.46,8427.19,59,21.255,55
franca,2018-02-01,4956.57,721.06,5677.63,37,19.8,35
franca,2018-03-01,5853.66,1110.55,6964.21,58,33.193,54
franca,2018-04-01,5677.24,821.62,6498.86,49,25.753,48
franca,2018-05-01,3050.15,518.53,3568.68,26,21.975,26
franca,2018-06-01,3130.88,579.85,3710.73,25,9.775,25
franca,2018-07-01,5124.06,936.85,6060.91,44,15.15,42
francisco beltrao,2016-09-01,69.9,19.26,89.16,1,1.333,1
francisco beltrao,2016-12-01,980.8,112.58,1093.38,6,45.091,6
francisco beltrao,2017-01-01,232,48.93,280.93,3,3.804,3
francisco beltrao,2017-02-01,1214.16,291.74,1505.9,14,34.074,13
francisco beltrao,2017-03-01,1873.46,369.79,2243.25,11,58.79,10
francisco beltrao,2017-04-01,1246.99,178.51,1425.5,3,47.618,3
francisco beltrao,2017-05-01,89.9,19.87,109.77,1,3.121,1
francisco beltrao,2017-06-01,1164.8,258.56,1423.36,12,35.986,9
francisco beltrao,2017-07-01,1811.45,412.75,2224.2,11,60.653,10
francisco beltrao,2017-12-01,94.49,15.41,109.9,1,0.372,1
francisco beltrao,2018-01-01,1045.9,296.83,1342.73,5,68.9,5
francisco beltrao,2018-02-01,65.9,37.15,103.05,1,0.05,1
francisco beltrao,2018-06-01,69,13.82,82.82,1,0.8,1
francisco beltrao,2018-07-01,117.8,39.2,157,2,1.1,2
francisco morato,2017-07-01,46.07,23.82,69.89,2,0.75,2
francisco morato,2017-08-01,2.29,7.78,10.07,1,0.3,1
francisco morato,2017-09-01,4.2,11.85,16.05,1,0.2,1
francisco morato,2017-11-01,136.68,18.21,154.89,1,1.9,1
francisco morato,2018-05-01,34.08,8.4,42.48,1,0.45,1
franco da rocha,2018-05-01,179.4,8.52,187.92,1,0.383,1
franco da rocha,2018-06-01,99.4,11.72,111.12,1,1.632,1
franco da rocha,2018-07-01,543.9,76.24,620.14,6,8.265,6
fronteira,2017-03-01,280,19.39,299.39,1,1,1
fronteira,2017-04-01,27.5,15.1,42.6,1,0.2,1
fronteira,2017-06-01,27.5,12.48,39.98,1,0.2,1
fronteira,2017-08-01,144.97,55.97,200.94,3,0.6,3
fronteira,2017-09-01,284.93,149.47,434.4,7,1.1,6
fronteira,2017-10-01,529.97,91.77,621.74,6,1.35,5
fronteira,2018-01-01,429.97,47.26,477.23,3,1.3,3
fronteira,2018-02-01,160,19,179,1,0.35,1
fronteira,2018-03-01,555.49,125.15,680.64,5,1.4,5
fronteira,2018-04-01,320,38,358,2,0.7,2
fronteira,2018-05-01,1120,137.93,1257.93,7,2.45,7
fronteira,2018-06-01,414.97,106.8,521.77,6,0.9,5
fronteira,2018-07-01,409.99,94.79,504.78,3,0.85,2
gama,2017-07-01,374.9,17.37,392.27,1,0.2,1
gama,2017-08-01,2109.3,128.37,2237.67,7,1.2,4
gama,2017-09-01,389.9,36.53,426.43,1,0.2,1
gama,2017-10-01,209.9,16.22,226.12,1,0.15,1
gama,2017-12-01,881.7,59.95,941.65,3,0.55,3
gama,2018-01-01,1165.7,82.68,1248.38,3,0.4,3
gama,2018-02-01,949.6,70.01,1019.61,4,0.6,4
gama,2018-03-01,909.6,114.34,1023.94,4,0.65,4
gama,2018-04-01,915.7,47.01,962.71,3,0.5,3
gama,2018-05-01,479.8,71.01,550.81,2,0.35,2
gama,2018-06-01,299.9,24.82,324.72,1,0.1,1
gama,2018-07-01,699.7,51.34,751.04,3,0.5,3
garca,2017-09-01,301.6,72.24,373.84,4,5.6,4
garca,2017-10-01,1343.6,306.5,1650.1,14,20.516,13
garca,2017-11-01,896,170.93,1066.93,10,13.15,10
garca,2017-12-01,936.6,275,1211.6,14,15.6,14
garca,2018-01-01,351.4,258.67,610.07,6,5.35,6
garca,2018-02-01,103.8,37.65,141.45,2,2.25,2
garca,2018-03-01,4423.4,364.78,4788.18,16,14.905,16
garca,2018-04-01,7509.99,591.14,8101.13,20,19.092,20
garca,2018-05-01,2845.09,154.76,2999.85,9,13.282,8
garca,2018-06-01,3601.1,188.44,3789.54,10,7.378,10
garca,2018-07-01,667.05,192.76,859.81,10,9.599,9
garopaba,2017-03-01,229,54.61,283.61,1,11.65,1
garopaba,2017-05-01,229,63.42,292.42,1,9.8,1
garopaba,2017-07-01,1207,219.62,1426.62,5,70.2,5
garopaba,2017-08-01,269,51.67,320.67,1,17.6,1
garopaba,2017-09-01,254,54.16,308.16,1,16.3,1
garopaba,2017-12-01,167,46.64,213.64,1,17.3,1
garopaba,2018-01-01,17,33.58,50.58,2,0.4,1
garopaba,2018-02-01,58,30.2,88.2,2,0.2,1
garulhos,2018-03-01,37.09,20.18,57.27,2,0.525,2
garulhos,2018-04-01,16,30.46,46.46,2,0.3,1
garulhos,2018-05-01,56.38,17.24,73.62,3,1.075,2
garulhos,2018-06-01,82.17,177,259.17,6,11.39,4
garulhos,2018-07-01,224.54,112.48,337.02,10,4.956,8
garuva,2017-06-01,125.98,32.07,158.05,2,14.6,2
garuva,2017-07-01,62.99,15.19,78.18,1,7.3,1
garuva,2017-08-01,57,14.27,71.27,1,1.8,1
garuva,2017-09-01,62.99,34.44,97.43,2,2.3,2
gaspar,2017-12-01,10.9,16.79,27.69,1,0.9,1
gaspar,2018-03-01,139.9,22.69,162.59,1,1.15,1
goiania,2016-12-01,29.8,18,47.8,2,0.35,1
goiania,2017-01-01,14.9,20.8,35.7,1,0.15,1
goiania,2017-02-01,44.7,53.34,98.04,3,0.6,2
goiania,2017-03-01,14.9,15.86,30.76,1,0.2,1
goiania,2017-04-01,6952,340.45,7292.45,7,12.1,7
goiania,2017-05-01,698.64,138.99,837.63,7,7.5,7
goiania,2017-06-01,234.6,112.32,346.92,6,2.1,6
goiania,2017-07-01,1788.05,328.38,2116.43,16,15.11,16
goiania,2017-08-01,2555.6,238.52,2794.12,13,6.484,11
goiania,2017-09-01,703.4,243.29,946.69,11,4.84,11
goiania,2017-10-01,917.15,331.98,1249.13,15,9.6,15
goiania,2017-11-01,1990.61,432.47,2423.08,19,12.025,18
goiania,2017-12-01,3194.65,535.39,3730.04,22,31.185,18
goiania,2018-01-01,2754.81,438.8,3193.61,21,31.79,21
goiania,2018-02-01,2189.26,612.73,2801.99,28,24.223,24
goiania,2018-03-01,2357.65,633.52,2991.17,26,19.043,22
goiania,2018-04-01,3994.4,606.35,4600.75,29,50.901,28
goiania,2018-05-01,2717.9,500.54,3218.44,16,29.812,16
goiania,2018-06-01,1873.5,531.51,2405.01,16,27.124,15
goiania,2018-07-01,2920.1,572.75,3492.85,27,44.356,25
goioere,2018-04-01,27.9,27.08,54.98,1,5.275,1
governador valadares,2017-12-01,199.98,28.28,228.26,2,0.4,2
guaimbe,2018-07-01,29.99,18.99,48.98,1,0.171,1
guaira,2018-06-01,233.89,76.55,310.44,2,1.245,2
guanambi,2018-04-01,5040,223.47,5263.47,4,38.6,3
guanambi,2018-05-01,7278,397.63,7675.63,7,23.9,7
guanambi,2018-06-01,2108,220.36,2328.36,5,8.45,5
guanambi,2018-07-01,3096,369.72,3465.72,6,27.35,6
guanhaes,2018-07-01,1252,226.43,1478.43,10,2.35,9
guara,2017-02-01,138,12.36,150.36,1,1.5,1
guara,2017-03-01,1000.9,103.1,1104,6,12.25,6
guara,2017-04-01,1997,279.02,2276.02,18,22.15,14
guara,2017-05-01,1539.9,218.7,1758.6,13,16.104,12
guara,2017-06-01,2901.9,393.84,3295.74,22,39.625,21
guara,2017-07-01,2334.7,281.83,2616.53,14,33.8,14
guara,2017-08-01,5532,718.5,6250.5,33,62.175,29
guara,2017-09-01,3561.7,496.36,4058.06,27,47.85,27
guara,2017-10-01,2881.9,414.77,3296.67,19,35.825,18
guara,2017-11-01,860.8,110.96,971.76,7,8.95,7
guara,2017-12-01,1041,130.52,1171.52,8,12.55,8
guara,2018-01-01,6296.3,895.74,7192.04,44,98.475,43
guara,2018-02-01,5150.5,656.18,5806.68,35,60.175,34
guara,2018-04-01,219.9,61.48,281.38,2,1.775,2
guara,2018-05-01,1187.9,238.45,1426.35,8,25.669,7
guara,2018-06-01,509,31.97,540.97,2,4.15,2
guarapuava,2017-02-01,165.05,21.79,186.84,1,1.6,1
guarapuava,2017-08-01,252.43,18.21,270.64,1,5.2,1
guarapuava,2017-10-01,345.62,17.17,362.79,1,5.4,1
guaratingueta,2016-09-01,49.99,11.17,61.16,1,0.3,1
guaratuba,2017-11-01,99,15.44,114.44,1,0.45,1
guaratuba,2017-12-01,594,101.3,695.3,3,3.25,3
guaratuba,2018-01-01,198,17.15,215.15,1,0.8,1
guaratuba,2018-03-01,322,40.2,362.2,2,1.8,2
guaratuba,2018-05-01,99,22.4,121.4,1,0.35,1
guaratuba,2018-06-01,828.79,129.86,958.65,5,20.3,5
guaratuba,2018-07-01,308.7,165.08,473.78,9,2.934,5
guariba,2017-02-01,1620,91.98,1711.98,6,4.5,6
guariba,2017-04-01,374,30.39,404.39,2,1.1,2
guariba,2017-05-01,5064.85,347.98,5412.83,23,30.169,23
guariba,2017-06-01,6861.5,505.11,7366.61,30,59.047,28
guariba,2017-07-01,11726.58,822.38,12548.96,53,104.962,53
guariba,2017-08-01,12536.4,1250.79,13787.19,76,118.81,70
guariba,2017-09-01,16548.7,1176.89,17725.59,65,40.953,65
guariba,2017-10-01,18698.2,1678.25,20376.45,86,175.382,85
guariba,2017-11-01,17407.9,1367.3,18775.2,78,56.329,76
guariba,2017-12-01,20174.1,1301.62,21475.72,73,125.483,73
